source,record_id,title,year,venue,doi,cited_by_count,query_seed,relevance_note
Crossref,https://doi.org/10.1109/iros58592.2024.10801764,RTTF: Rapid Tactile Transfer Framework for Contact-Rich Manipulation Tasks,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10801764,2,contact rich manipulation physical reasoning,contact;tactile;manipulation
Crossref,https://doi.org/10.1109/iros58592.2024.10802750,Tactile Active Inference Reinforcement Learning for Efficient Robotic Manipulation Skill Acquisition,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10802750,2,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1609/socs.v17i1.31548,Unconstraining Multi-Robot Manipulation: Enabling Arbitrary Constraints in ECBS with Bounded Sub-Optimality,2024,Proceedings of the International Symposium on Combinatorial Search,10.1609/socs.v17i1.31548,2,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1109/eecr56827.2023.10150153,Sample-Based Passively Compliant Manipulation for Senserless Contact-Rich Scenarios with Uncertainties,2023,"2023 9th International Conference on Electrical Engineering, Control and Robotics (EECR)",10.1109/eecr56827.2023.10150153,2,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1016/j.mechatronics.2022.102877,Editorial: “Physical human-robot interaction and co-manipulation: Mechatronics approaches”,2022,Mechatronics,10.1016/j.mechatronics.2022.102877,2,robot manipulation physical reasoning support relations,manipulation;physical
Crossref,https://doi.org/10.1117/1.jei.31.3.033016,Few-shot object detection with affinity relation reasoning,2022,Journal of Electronic Imaging,10.1117/1.jei.31.3.033016,2,object relation reasoning robot manipulation,broad robotics neighbor
Crossref,https://doi.org/10.1016/j.sna.2022.113764,Non-contact ultrasonic manipulation for targeted micro-droplet merge by using a flat–sharp cantilever,2022,Sensors and Actuators A: Physical,10.1016/j.sna.2022.113764,2,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.3390/app12115369,Task-Oriented Motion Planning of a Space Manipulator under Multiple Constraints,2022,Applied Sciences,10.3390/app12115369,2,task motion planning manipulation constraints,constraint
Crossref,https://doi.org/10.1142/s021984362050005x,Re-posing Objects Considering Bipedal Stability Constraints: An Approach for Stability Preservation During Humanoid Manipulation,2020,International Journal of Humanoid Robotics,10.1142/s021984362050005x,2,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1007/978-3-030-04858-7_3,Classifying Compliant Manipulation,2019,Springer Tracts in Advanced Robotics Cognitive Reasoning for Compliant Robot Manipulation,10.1007/978-3-030-04858-7_3,2,causal physical reasoning robotics manipulation,manipulation
Crossref,https://doi.org/10.5220/0006848701100121,Flexible Motion Planning for Object Manipulation in Cluttered Scenes,2018,"Proceedings of the 15th International Conference on Informatics in Control, Automation and Robotics",10.5220/0006848701100121,2,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1109/ccdc.2018.8407174,Robot manipulation using image-based visual servoing control with robust state estimation,2018,2018 Chinese Control And Decision Conference (CCDC),10.1109/ccdc.2018.8407174,2,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1109/iwobi.2018.8464192,Smart Placement of a Two-Arm Assembly for An Everyday Object Manipulation Humanoid Robot Based on Capability Maps,2018,2018 IEEE International Work Conference on Bioinspired Intelligence (IWOBI),10.1109/iwobi.2018.8464192,2,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.1093/oxfordhb/9780199399550.013.36,Causal Reasoning in Non-Human Animals,2017,Oxford Handbooks Online,10.1093/oxfordhb/9780199399550.013.36,2,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1088/1742-5468/aa6bc4,Critical scaling in hidden state inference for linear Langevin dynamics,2017,Journal of Statistical Mechanics: Theory and Experiment,10.1088/1742-5468/aa6bc4,2,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1016/j.ifacol.2017.08.2540,Reducing the human effort for human-robot cooperative object manipulation via control design,2017,IFAC-PapersOnLine,10.1016/j.ifacol.2017.08.2540,2,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1093/oxfordhb/9780199399550.013.7,The Inferential Reasoning Theory of Causal Learning,2017,Oxford Handbooks Online,10.1093/oxfordhb/9780199399550.013.7,2,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1017/cbo9781139941433.008,Bayesian inference for latent stepping and ramping models of spike train data,2015,Advanced State Space Methods for Neural and Clinical Data,10.1017/cbo9781139941433.008,2,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.1017/cbo9781139381772.004,Causation and intervention,2014,Causal Reasoning in Physics,10.1017/cbo9781139381772.004,2,causal physical reasoning robotics manipulation,broad robotics neighbor
Crossref,https://doi.org/10.1007/978-3-642-35479-3_6,Clustering and Segmentation,2013,Springer Tracts in Advanced Robotics Semantic 3D Object Maps for Everyday Robot Manipulation,10.1007/978-3-642-35479-3_6,2,object relation reasoning robot manipulation,broad robotics neighbor
Crossref,https://doi.org/10.1155/2013/965481,Cooperative Object Manipulation by a Space Robot with Flexible Appendages,2013,ISRN Aerospace Engineering,10.1155/2013/965481,2,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.1111/j.1541-0420.2008.01167.x,Bayesian Inference for Smoking Cessation with a Latent Cure State,2009,Biometrics,10.1111/j.1541-0420.2008.01167.x,2,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.3182/20090909-4-jp-2010.00028,Planning contact supports for acyclic motion with task constraints and experiment on HRP-2,2009,IFAC Proceedings Volumes,10.3182/20090909-4-jp-2010.00028,2,task motion planning manipulation constraints,support;constraint;contact
Crossref,https://doi.org/10.1017/cbo9780511619304.005,Property Generalization as Causal Reasoning,2001,Inductive Reasoning,10.1017/cbo9780511619304.005,2,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1007/978-1-4471-0749-1_11,A Manipulated Deformable Object as an Underactuated Mechanical System,2000,Advanced Manufacturing Robot Manipulation of Deformable Objects,10.1007/978-1-4471-0749-1_11,2,object relation reasoning robot manipulation,broad robotics neighbor
Crossref,https://doi.org/10.1007/978-3-642-83869-9_1,Concepts of Manipulation Robot Control,1989,Applied Control of Manipulation Robots,10.1007/978-3-642-83869-9_1,2,robot assembly fixture support manipulation,manipulation
Crossref,https://doi.org/10.1007/bf00244276,Robot selection expert ?Rose?,1985,Journal of Automated Reasoning,10.1007/bf00244276,2,robot manipulation physical reasoning support relations,broad robotics neighbor
Crossref,https://doi.org/10.1101/2025.11.12.688036,Acetylcholine reflects uncertainty during hidden state inference,,,10.1101/2025.11.12.688036,2,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1109/vr.2004.1310085,Co-location and tactile feedback for 2D widget manipulation,,IEEE Virtual Reality 2004,10.1109/vr.2004.1310085,2,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.2139/ssrn.3426534,Double Machine Learning Inference for Conditional Latent Factors,,,10.2139/ssrn.3426534,2,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.1109/isatp.1995.518795,Fixture loading with sensor-based motion plans,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518795,2,robot assembly fixture support manipulation,fixture
Crossref,https://doi.org/10.1109/isatp.1995.518765,Geometric reasoning for fine motion planning,,Proceedings. IEEE International Symposium on Assembly and Task Planning,10.1109/isatp.1995.518765,2,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1101/679142,Inference based decisions in a hidden state foraging task: differential contributions of prefrontal cortical areas,,,10.1101/679142,2,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1007/0-387-28982-8_1,Introduction,,Springer Series in Statistics Inference in Hidden Markov Models,10.1007/0-387-28982-8_1,2,tactile inference manipulation hidden state,broad robotics neighbor
Crossref,https://doi.org/10.1109/icsmc.2005.1571256,Reinforcement Learning for Manipulation Using Constraint between Object and Robot,,"2005 IEEE International Conference on Systems, Man and Cybernetics",10.1109/icsmc.2005.1571256,2,object relation reasoning robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1523/jneurosci.1285-25.2025,Hidden State Inference or Continuous Belief Updating during a Dynamic Visuomotor Skill,2026,The Journal of Neuroscience,10.1523/jneurosci.1285-25.2025,1,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1108/ir-05-2025-0175,Implicit instruction reasoning by fine-tuning VLM for robotic manipulation,2026,Industrial Robot: the international journal of robotics research and application,10.1108/ir-05-2025-0175,1,causal physical reasoning robotics manipulation,manipulation
Crossref,https://doi.org/10.1109/tro.2026.3686224,Real-Time Dual-Arm Cooperative Manipulation Under Multiple Constraints: A Two-Stage Sampling MPC Approach,2026,IEEE Transactions on Robotics,10.1109/tro.2026.3686224,1,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.1177/02783649251344638,Robust contact-rich manipulation through implicit motor adaptation,2026,The International Journal of Robotics Research,10.1177/02783649251344638,1,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.15607/rss.2025.xxi.055,A low-cost and lightweight 6 DoF bimanual arm for dynamic and contact-rich manipulation,2025,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.055,1,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1145/3728485.3759237,BiTLA: A Bimanual Tactile-Language-Action Model for Contact-Rich Robotic Manipulation,2025,Proceedings of the 1st International Workshop on Multi-Sensorial Media and Applications,10.1145/3728485.3759237,1,contact rich manipulation physical reasoning,contact;tactile;manipulation
Crossref,https://doi.org/10.1109/ecmr65884.2025.11163313,COBRA-PPM: A Causal Bayesian Reasoning Architecture Using Probabilistic Programming for Robot Manipulation Under Uncertainty,2025,2025 European Conference on Mobile Robots (ECMR),10.1109/ecmr65884.2025.11163313,1,causal physical reasoning robotics manipulation,manipulation;causal
Crossref,https://doi.org/10.5220/0013720700003982,Curvature-Constrained Motion Planning and Control for Traffic Cone Manipulation Robot,2025,"Proceedings of the 22nd International Conference on Informatics in Control, Automation and Robotics",10.5220/0013720700003982,1,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1007/s11431-025-2992-8,Fixture-free assembly sequence and manipulation planning for single-arm robots,2025,Science China Technological Sciences,10.1007/s11431-025-2992-8,1,robot assembly fixture support manipulation,fixture;assembly;manipulation
Crossref,https://doi.org/10.1080/13546783.2024.2387377,Global relations versus object relations in visual analogies,2025,Thinking &amp; Reasoning,10.1080/13546783.2024.2387377,1,robot manipulation physical reasoning support relations,broad robotics neighbor
Crossref,https://doi.org/10.1002/adrr.202500109,Identifying Physical Interactions in Contact‐Based Robot Manipulation for Learning from Demonstration,2025,Advanced Robotics Research,10.1002/adrr.202500109,1,robot manipulation physical reasoning support relations,contact;manipulation;physical
Crossref,https://doi.org/10.1016/j.ifacol.2025.10.191,Learning Variable Impedance Control for Contact-rich Robotics Manipulation with Guaranteed Passivity,2025,IFAC-PapersOnLine,10.1016/j.ifacol.2025.10.191,1,contact rich manipulation physical reasoning,contact;manipulation
